pubkey: 7BACsXdze3FporEnXEbuSHStPPQ58tpZuWb7jgsUYmV | owner: Fa7LNzj3SCV364hya9dx9evL29pC1awx24iHeCEwX6vU | ts: 2026-09-11T08:05:43.000Z | dep: $326.03 | bor: $28622.82 | LTV: 87.7916 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 4X3RSjMpAVq6H4rSgBrzZLSq5qXwz9nszR1L3fZiPB6J | owner: 8XZA6Bn4DzntpRXC5n1Xz8VJRRrx9FJbX7r9Q9TmiCMH | ts: 2026-08-28T02:21:45.000Z | dep: $43.24 | bor: $28402.40 | LTV: 656.8683 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 4YYNmSrn84xZEdJPAucyrPDADcdJmgUc2xuDWZWfBV6M | owner: 9Z69gyqK3MY6ticoLFAG3nE81mbhKNUVXiZD1Z3NAH5C | ts: 2026-09-03T16:42:52.000Z | dep: $2350.39 | bor: $28500.55 | LTV: 12.1259 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 4k42prtRxxwARgbs23QZQHPSRHqhEVHJPrFthbMekPvD | owner: 38veUm3Fvad3ww7D75PDUzVnMJBGpEcrrMDwTL9Ap38C | ts: 2026-09-13T09:03:46.000Z | dep: $973.75 | bor: $28557.99 | LTV: 29.3278 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 4kK3vqRQRs7av2qXLTEz3BLJacs1pG2gPAViKvi3gzxb | owner: 3WEtqj6V2MNcgsjCdcCjmubBTfG2WM9QX6yLNLATMo3i | ts: 2026-09-15T17:29:43.000Z | dep: $7200.06 | bor: $28628.89 | LTV: 3.9762 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 4n7UrVy82Q1Xujzfad5gPpj7QscbfKXS6yLsuGSvDh7y | owner: EG2QyD76Nqd597W2Pd3xDEVb26pCFWsRiXJAvzUZqcVu | ts: 2026-09-02T00:41:30.000Z | dep: $7.75 | bor: $28609.95 | LTV: 3689.4371 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 4p3mY9c2zBY16LCVtMzw3CGGSgJnyU2qMSwauA3gkvm1 | owner: EDDpvkMHd4uhbTwcYz2mJPHEscWickAKcd3q3kUmwwW2 | ts: 2026-09-10T07:40:54.000Z | dep: $2026.41 | bor: $28621.41 | LTV: 14.1242 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 4pWuvMHVJCaVEUf8h3EWxPPYp4QgkunD4WWyWcj9ffqV | owner: JPLaNo52siAC6KDv66VP9y4eKKtNhwx6yKd8GFcjFGP | ts: 2026-09-12T15:22:37.000Z | dep: $382568.85 | bor: $28572.09 | LTV: 0.0747 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 4q97vWg3gR7u2Vgt4FoFJRMW6tmzNGWTYCXtnvVNGRqu | owner: EJm2db2nmCFuvKU6AvrZmRCND4eQ2MJZdA5Y6YvHQktG | ts: 2026-09-08T07:28:36.000Z | dep: $2424.90 | bor: $28615.40 | LTV: 11.8007 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 4tU5c9BvCLyxii24yVXN4Tq84Aup2xB4SBQJ4eLv2E9i | owner: 3fnUkMr1qpjBXPycu4Pn8vLfrrm297kAwJR937ac5MrU | ts: 2026-09-03T14:56:42.000Z | dep: $284.77 | bor: $28612.16 | LTV: 100.4745 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 4vKGzrkkPx9k5FAWPU3PX9qurNYf2wUiaWnzt3bRxxir | owner: CcrknJyMF6AtAtr8xaV7a4BW6NiLNP5H9vo4SqhWHpE4 | ts: 2026-09-04T08:03:38.000Z | dep: $15504.03 | bor: $28583.28 | LTV: 1.8436 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 4vi3WKJrtVNx4nvxxmKjGSWoyV3Uvhhdcip8m8u8d99h | owner: EXyQk8HnKZnk7pa59F8MZ3sZhmM4REm3cVEyepzpTkaV | ts: 2026-09-09T15:41:20.000Z | dep: $539.30 | bor: $101347.03 | LTV: 187.9239 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 4voAqzT5ZGtGSt8yNnJeGJLnYHEjEXJvUqrjQHJ6amWM | owner: C5fSXnH4x2NtDYrWs2hY2XBwgmrfihkmmrj9Vo1aqg4j | ts: 2026-09-13T02:56:18.000Z | dep: $323.56 | bor: $28625.69 | LTV: 88.4723 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 4wJNx5i9AJN5uc2YeuQc2am6dPn2s3iBd3yRHW8Ci9JM | owner: 8x21iLsVggnCMiC8CQy8dY2xiM9Ah4pUpQggJLhnuywv | ts: 2026-09-03T19:40:35.000Z | dep: $1225.60 | bor: $28612.43 | LTV: 23.3457 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 4wTxaiCXEJ5A3oku5mZ5jkSax3KzugtjgS5VB3ZnzUBf | owner: HdWmsR52cwAY1zCUFUet49UvBbh6Y78Nh6V9335ZbCQM | ts: 2026-09-15T03:50:52.000Z | dep: $105.82 | bor: $28628.10 | LTV: 270.5297 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 4y5jHaWArL3bTJJxnvSfpHfyVnmuQqrGZmSvQsRhpUPH | owner: 6WsqbnqWsqv7dyebV57FL3gaPrxHSaoi1j6tpGJ2WKGK | ts: 2026-08-21T11:19:17.000Z | dep: $3336.70 | bor: $28570.73 | LTV: 8.5626 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 4zB4QH4QRYkECSgJYc4dqFDJVg3iXuZSnoq3KjKgC9HE | owner: DaaYqvka7xYd58CKbvENYXrdXeRDd13KciRAVuoXoFEQ | ts: 2026-08-25T18:54:33.000Z | dep: $2361.70 | bor: $28599.94 | LTV: 12.1099 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 57kBJdGW7HtBrinnYUVC3KhtD17prqNrfzz7z24XTo4J | owner: 3EL6L228ffE3VUAshmMRKb7ijAka4KJeUAD6MaDtkAAw | ts: 2026-09-06T09:20:24.000Z | dep: $1341.65 | bor: $28594.94 | LTV: 21.3133 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 58uAiKiDC5HWmeDJWu6tFzcW4ZoYQRA3geqTCi9DXkan | owner: 2yBAVWyxMXYqhnBu7KEqjk7XziTUBLsMG53unVmrYUaj | ts: 2026-09-13T18:05:32.000Z | dep: $11418.35 | bor: $28576.39 | LTV: 2.5027 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 5C2rzHH6nzA9zurax6kRLWP9cBzQ4SyJVYFNjUrFnRDC | owner: EziJyqpv9eNmVvPCR8yQGaEk4RqYBdSVsjYfxBReRTdg | ts: 2026-09-06T00:58:24.000Z | dep: $4108.60 | bor: $28478.29 | LTV: 6.9314 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 5DnNgJFqGyESQjQfaQaDZngXQkAvKBVVipjdTfsh9DKG | owner: EXcP5T4GbBwyxJNrM4TU21ij9AJShuJU4gV3G7etMtH1 | ts: 2026-09-12T12:24:43.000Z | dep: $102.49 | bor: $28624.45 | LTV: 279.2844 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 5Fa5fPNkP5fwk8CtQk6BSizFSu3jP4A2khp28HRCzWPe | owner: 8ptY35kR49JZi3Ex54QTRkXj5YPNZQBKcNjmsLUF4cKR | ts: 2026-08-28T11:31:47.000Z | dep: $613.62 | bor: $28603.67 | LTV: 46.6144 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 5QjN2U8G4taB2vxeMnZqxxjXNZ7teLYrBmvVgxhv9ANN | owner: Hdht6KYzo89YMtWCgjV9DoM981aMaEcbg2UwD8YwbaC5 | ts: 2026-09-12T12:47:19.000Z | dep: $635.50 | bor: $28623.68 | LTV: 45.0414 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: 5TtFfan9RGT2EyLC69PuM1PtswJbU6ZBbeBRwKFUNj8r | owner: X9X7fzcCVqNaJdwzWvLBro7NVCXK9dapAx8WMkWuncB | ts: 2026-09-14T14:23:32.000Z | dep: $189825.24 | bor: $28627.33 | LTV: 0.1508 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 5WPRZf9NHARsJrkBVwTmrrDmynxpajmafs6KnrHMhHth | owner: AG1dsv3gL4NtHFnueqGxHsoYffPsu1JQhBgSQD9LCM1D | ts: 2026-08-21T22:29:52.000Z | dep: $128.10 | bor: $28594.62 | LTV: 223.2216 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 5WaBUgqf2iBEYiRjkRkcy4jt5VmkKoGvDAhXWyk4ayqi | owner: 9jbEFgiTim9Hivc9bvwyhgnaazTn8iTqcYbxkBL8BsnP | ts: 2026-09-15T16:31:36.000Z | dep: $2531.04 | bor: $28591.15 | LTV: 11.2962 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 5XL7ACYerk6XFUH3LQuZcCejsyufHT6zFaaK99y5y1Vs | owner: 3yyS4woHYrRyMa6bKYkiM4R5kEHQck4CbPKpqh7pme9k | ts: 2026-09-14T09:13:46.000Z | dep: $181.87 | bor: $28627.03 | LTV: 157.4016 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 5YNMe42uZiQbi9YLqiESS3KGyj5X9ghJKCYogg7qeA2a | owner: 61bJRJMtvV85rcKc3ggwnq52C89imrSTMJWHsX9pu1bF | ts: 2026-09-06T22:40:07.000Z | dep: $784.61 | bor: $28615.36 | LTV: 36.4710 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 5erhUuwnrgsxXBTa4QrXdLL5tLzsp6ork5Gc1MPAzu27 | owner: FsK4EdNdjyC5asK7FAwokrWU7DC71cneyUPuq8yKWHxS | ts: 2026-09-09T06:50:44.000Z | dep: $2.07 | bor: $28380.92 | LTV: 13698.1699 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 5oqnn7RyDg61gNj8hCVVcWTs1t5C9hBgJNiKyyYcNCjL | owner: Eb5W2x71untvePFwPyf2XdwfkNBJkLtzra1dbSzqzUb4 | ts: 2026-09-07T14:13:18.000Z | dep: $5020.67 | bor: $28617.64 | LTV: 5.7000 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 5t9b6uJ43eMb5C3mPHWd7BPcFA4R7q7KSQnbKauMgdgJ | owner: 7BCSsKJBesQbvSsXgLtMnrcNFmVyQs2dTFfMN12v4tYN | ts: 2026-08-27T12:32:55.000Z | dep: $11685.57 | bor: $101788.62 | LTV: 8.7106 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 5xL3hVD7PJnX2ZN2r94mqq1Xub3Hz1VTH5KD8u6JxcL9 | owner: A9ddCuLbcQCr7XtaWbP3psjViTvXRrNF1ReQUMbivcZw | ts: 2026-08-27T21:06:38.000Z | dep: $43.15 | bor: $28602.82 | LTV: 662.8356 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 5xRtyuNbanzmGsixDdnv7NKUyiiK9kMLymFNLFUFGKdf | owner: EopZjrsKvokFvQkXeieLAg87cyoxNBy6EMMcbQTU5aLX | ts: 2026-09-15T09:15:15.000Z | dep: $91726.92 | bor: $28619.79 | LTV: 0.3120 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 62GnDovp2B1piAHhNjaXFdyhtAQMvVdCE3CFyHMgmMJm | owner: GpK8DaQzpiDUgPX4a9av1SsSTpCAPjMmVk16vjC1Bojo | ts: 2026-08-21T11:50:09.000Z | dep: $117.28 | bor: $28389.13 | LTV: 242.0558 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 63ixv2azRqSBBzuNCso2vb7kYZzPEetf8UTaVexrxTR1 | owner: EqH51TW2pDnahcWtDY6RUdb6asAcc1ZoyskwdZj3Yb3h | ts: 2026-08-21T22:28:52.000Z | dep: $127.09 | bor: $28594.62 | LTV: 224.9877 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 63wrwfmDD9eoTWwhZ35xEcmb6xjK5ArKakBiYbnDEJ4z | owner: B4ZiceRQjUihYcuMt7rkxpUxdgkSHFuc9VuFhMRFrnHB | ts: 2026-08-23T06:50:00.000Z | dep: $1903.69 | bor: $28596.48 | LTV: 15.0216 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 64ZEDtutQNC6K3QM4WJ3rJFZnZe6Gb4vYoNJvGrUbysk | owner: 3puW2ZhXzb2254mSDn6i2vsci427HsR4QE5h9PRPNxWT | ts: 2026-09-06T23:33:03.000Z | dep: $3586.42 | bor: $28616.80 | LTV: 7.9792 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 659m833ZTeXuafTT9gSCai5Lx6AkWGyncVnJXfvuBcGc | owner: B8xCoHU3jhvXdCPgydx1axr8ykfQ8sqWvfvDwkjgphTi | ts: 2026-09-07T01:01:05.000Z | dep: $308841.86 | bor: $28616.88 | LTV: 0.0927 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6AwmkNpyfhVo8KvboifkoSa7MiAWU29LaKit18FBWUpB | owner: 7NpTSeVzzza5Jf8XcvPGjPNNUSNTFmMfAGdUj7m89BUq | ts: 2026-08-22T14:05:35.000Z | dep: $9069.65 | bor: $28595.52 | LTV: 3.1529 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: 6G5onCESY2zo7eGPD9ksJhFT4mxjhxdg7QjELbZ7MC8Z | owner: Hx97sp2EUjQHw84no7UsB7arKbAF5dXZKRCz6xqeb4QT | ts: 2026-09-03T18:29:13.000Z | dep: $57510.24 | bor: $28602.54 | LTV: 0.4973 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6JMGqWCeUAnFbdGH6gjYaF2HgUt1i86gayDA763PvMRX | owner: GgKqsPH2WXEVtuM1mHSkpYVhnh1NghRcH6sVPEXWYfG7 | ts: 2026-08-23T03:10:57.000Z | dep: $9.60 | bor: $28596.27 | LTV: 2979.7745 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 6RRVuidTyHgoYS5zon16KZyiL28UvpY8gFLoK9w5Hu5d | owner: FXvkW1EyDUvnHyFn9XWDUnL4EH4mPo5f91L2Svxuwa7 | ts: 2026-08-21T08:21:51.000Z | dep: $643.19 | bor: $28461.40 | LTV: 44.2506 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6RmhMKMDG7RQ9L2N17qCVBVH2NxPjEqjEuZhKc5QiLvT | owner: 2MSZZvPQHk2mKqjg86WTSUsVkfUunfjNSmCKq4KsejMB | ts: 2026-09-04T06:20:19.000Z | dep: $2753.07 | bor: $28596.51 | LTV: 10.3871 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6UTGhdcf9vPWHDcGozjVR97jmvfYJUuSKC7MECq6efKd | owner: 9LCaS74waxRZGU58sycxFWsBudse1mQVZ9k9qvAqSQa3 | ts: 2026-09-08T15:29:51.000Z | dep: $605646.37 | bor: $28536.34 | LTV: 0.0471 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6V4mVGFRdtUgGVf7TCcUTy7orNrqxTYArCG8vPcTWKFi | owner: HC7M4Enm1yy3Yjzqi3fLnsfDQpUhqXd9pUchzhwT9K5k | ts: 2026-09-14T04:46:34.000Z | dep: $2625.55 | bor: $28543.18 | LTV: 10.8713 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 6WhJtqSEK1G4sygihU7F8a9XsGinAmasaJ7PMPMqAsQm | owner: 7dGw2qjohWxniL9PZwwynEUeuswvmRrGbB9YGPFK6Tar | ts: 2026-09-09T12:37:07.000Z | dep: $3299.79 | bor: $28620.32 | LTV: 8.6734 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6hEknCXL8dGaetTAyDEU6wfN4itK4nb7VeLw9H4X5EEX | owner: AnQUgvaiYDKXa1HRznzfEzASwxZR1szfModadsrBWPT3 | ts: 2026-09-10T13:22:33.000Z | dep: $76.16 | bor: $28621.74 | LTV: 375.8154 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6jbqzBG7gdXxhpBr34FPsYBqLFyrmnKySRxT8QmSmXQc | owner: 8pAGEkYo4TmQLAw67RohfM5vxVvtBxx3C6PmjnvvAaj3 | ts: 2026-09-14T12:44:06.000Z | dep: $806.39 | bor: $28627.64 | LTV: 35.5012 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6nF7ea96uxvRj11ycE5MUK1AijwTSXFUYMe79ExS6rV1 | owner: 6jGt7GhiyAmgQ1o6us7bQFKZPt2gRnW6mefHPzM3kR8P | ts: 2026-09-07T14:03:27.000Z | dep: $853.94 | bor: $28617.63 | LTV: 33.5124 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6niieuTJq2QujwifuX8uTQ6Ync6uToQ6pYMeFg6HBoSc | owner: 7ywEAn33r9FfvBPWyGrTh5KagK8vzMBZxSfhnuU4Yeeh | ts: 2026-09-15T02:00:22.000Z | dep: $3314.29 | bor: $28627.99 | LTV: 8.6378 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 6nuadE8YM9mMTfvvL1cSkcj1D6WivTYvNo58vsX4yzyE | owner: C5gQYL4eb2euMtmw79EZSRTeAgvkV1DNpFowuDVD9tdY | ts: 2026-09-11T05:03:49.000Z | dep: $124.91 | bor: $28622.64 | LTV: 229.1511 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 6pEwwek79D5wbpdMYMtXJtQNX2NRvGs8JUq1zfSqU3bp | owner: Dg8W6367m2YdWyHFEdvQr79LS1XcCGZXycEBqtxCTD6s | ts: 2026-09-15T14:55:12.000Z | dep: $25488.65 | bor: $28612.15 | LTV: 1.1225 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 6qNu84g13P1sZxMwfL8ozkDib7AGvJg783oz7uJbomom | owner: 4BbPcympcgedikXxKVauXLgtJGcGP5wYN8bNEKU6qVfi | ts: 2026-08-21T19:15:48.000Z | dep: $3256.69 | bor: $28542.68 | LTV: 8.7643 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 6sXLyvM6j2y9SSpBxVs3uctgCK5LaisPMEs5tFWDD7ur | owner: 6986VpFCXBPX5sPtCDHeiTZD4TjsL5HGeyqrdEzEgu2Z | ts: 2026-09-14T13:50:49.000Z | dep: $51926.67 | bor: $216962.03 | LTV: 4.1782 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 6yA2X31FxN6EjV4nsktQLQAn1LieCTvXwEt5MUTerY2T | owner: Hnzg4wkDrsaA8SVPPotRiD5uPawy4S6g1bDd9bwppYq4 | ts: 2026-09-12T06:41:22.000Z | dep: $2493.47 | bor: $28618.59 | LTV: 11.4774 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 746VjuX8DzZC5E6cK9Zds9h4zphVD8HfMJRPmwjdsf3v | owner: 8uKaoNYuLPEcNMDXv7KzAn1NJ8vpMfTVc8NqC6n8BPW9 | ts: 2026-09-14T16:01:27.000Z | dep: $22242.16 | bor: $28627.42 | LTV: 1.2871 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 754rDLkYLzrQdbB4sNrDFrqeAbSCMNFeNzxsqLyiEQSw | owner: EcyE52JrG6fPXQHUxnNcigGP5fAyznN4KK7ThGHqbTPh | ts: 2026-09-10T14:01:30.000Z | dep: $156.54 | bor: $28475.70 | LTV: 181.9100 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 769RTsx5eMTs7XpKsmZA4KpApTr4yBSAGYreTBpUpHfu | owner: 39sbLhLPuw8BXNw38c134gLGazsN1YSBkSs7cwC85tgw | ts: 2026-09-04T20:01:19.000Z | dep: $9023.69 | bor: $28613.82 | LTV: 3.1710 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 76vpSkhqQwQLRG8DFcpJVRHoZYM2iL3GziYyUbRA9tFN | owner: AxGQGZyNUiKiubu3pNnZTkbaPj6nm6KjCNYbpsWoX7pQ | ts: 2026-08-31T23:39:51.000Z | dep: $6270.22 | bor: $28588.12 | LTV: 4.5593 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 7CBqV8bcyYDwtdJYnbbd1EfT5JaQJhbuHntbr5w5CQn9 | owner: 5yiTWdskR7yd5RXvs7MJLqWsn6n7geM8SzvYjUpRHrTX | ts: 2026-08-31T08:02:20.000Z | dep: $59541.30 | bor: $28607.61 | LTV: 0.4805 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 7CVz2GhYLE7U568LrY4pyFocmnLpSwScBQGXmNrpbzH8 | owner: QqxKVDPcxMLQ8UL8wet8RTLuwtpjLH8841pcNYTNBYK | ts: 2026-08-30T07:20:14.000Z | dep: $1319.24 | bor: $28596.64 | LTV: 21.6765 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 7DzPEdK9Fd7JmpP7qrFtCCS6TX31PB7wjoNL5oUsVjPn | owner: 2PCd1c5jn3tFJUxEEKAT6bcSH2hEp2bZMzfPff7USjsr | ts: 2026-09-05T15:44:33.000Z | dep: $1572.51 | bor: $28521.29 | LTV: 18.1374 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7Em74HsnMjM44LHjC1pggBQioaQFUph9MadJKaQLxo4e | owner: SYyWBc49DGCBLvLHLzAAMAxEjFJpk6mz9QBMNMCNGFD | ts: 2026-09-11T15:21:35.000Z | dep: $346.37 | bor: $28623.24 | LTV: 82.6389 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: 7KdDApBqCfTjRTMaDgTxuHhdfk3tjQwcCW7eRVyC7DNr | owner: FMDwZKURfaWRmbX4CRyaR7uHFdT6PmZHjwm9VF1v9ZsS | ts: 2026-09-01T03:45:38.000Z | dep: $3844.38 | bor: $28608.74 | LTV: 7.4417 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 7NKEZui2HzKjXcihaAHvBRs1ovCgi3Ks1c6QTeGTnf3S | owner: GnktoyfPd1Jr2qiANvQqDGDKAn96ZJZb6WxGSpu3L35S | ts: 2026-08-30T09:49:12.000Z | dep: $431.65 | bor: $28606.33 | LTV: 66.2721 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7QjzNh8KQcB6gH4VMwJLjUtt1WLiEGwtmHfVeWd7cBZW | owner: 9cfJLEBafefuJqrH5kFYusG5KPmsYpP31s4cEK3URGGM | ts: 2026-09-06T00:59:25.000Z | dep: $53.72 | bor: $216646.70 | LTV: 4032.7799 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7UZnCM2NUFgBXVkRqx2bKevzNw3eF5BfP1srKxh6KFQP | owner: 6vjmAJ7NDkrJnbSkoDPsLBGDiTjvaYEA3X5jC8uFfNEW | ts: 2026-08-26T04:39:01.000Z | dep: $8051.38 | bor: $28411.79 | LTV: 3.5288 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 7UpeEVKUaK4J1KxqAjv4rMq1EBgDpA5dgiBRmPfQykRy | owner: 6ET6giCDPZBaAA4PnRWwLLZFyd1uUtEN18Y31cqHBSPA | ts: 2026-09-07T09:35:44.000Z | dep: $0.44 | bor: $28613.58 | LTV: 64719.0045 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 7Uv1oh9ZDyimNDWKJSuhURPhF7591ecPQjsFUWiBNz2R | owner: CXf26TqndtaMzqaD5vUyCWG2Q11Tz5wQ2FXrb5tU7iNA | ts: 2026-09-15T22:14:36.000Z | dep: $4254.61 | bor: $28629.16 | LTV: 6.7290 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7VB9g9APnwxC5FyisoTowp7TkA9E49CgVMBEewX75473 | owner: BebSMDPboPWhaioAC5m7xZo8RN6oChvnSUo6PYTge3Xr | ts: 2026-09-15T06:16:56.000Z | dep: $4172.09 | bor: $28628.24 | LTV: 6.8619 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7aWbyR24yGCrN87haGiU5nTwdjYGbiRwMiXBoCa2qUvm | owner: 3rrwUBvatDxwotmaTTA1zEwo6owGRTtAjZUAnKAYpyG5 | ts: 2026-09-15T06:52:35.000Z | dep: $29378.82 | bor: $218046.48 | LTV: 7.4219 | liqThresh: 0.9000 | elevationGroup: 0
pubkey: 7eLjfF9myyTu1L7JkKdiWkiXkUFhh2XF8BaAJsP1cP7f | owner: H2YcwDVuRqJY1EM9g9kkTMa6mwbPgywEa5V2WCtzqDj8 | ts: 2026-08-31T04:15:17.000Z | dep: $3066.46 | bor: $28493.77 | LTV: 9.2921 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: 7gmByJSADCTVvy4t2FXX9hHGY5WQdD9RUoetAGPXwG1W | owner: 8vns4KKwupheeaXkAkisWW5aJPqANZR4qpJzTCJhbC7u | ts: 2026-08-30T14:56:34.000Z | dep: $180.09 | bor: $28602.92 | LTV: 158.8301 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7hedx2oEXcozHbATmzB3zyrzHv1Xt4398Eri4WPCb4UT | owner: Cj8QYGSKButY83txUYvyK6r42oV5DPKWLTDV7VtfGGfD | ts: 2026-09-02T15:18:38.000Z | dep: $459.83 | bor: $216366.72 | LTV: 470.5353 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 7k2v21N9CfwjwCzJPd1s6pHmyJH946fc4wyzRu8vTWWS | owner: EJ7ukLzeLeqURUiVdar7WBxX15kbFLCNSML82gFzW587 | ts: 2026-09-02T15:00:41.000Z | dep: $27.21 | bor: $28610.78 | LTV: 1051.5002 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 7mkTfC24B79wuRpgZFP1mt8nCMYtdd2XgJXkN4My1ZFZ | owner: B8LANB4geri96wXVDuAiKjafDt8hu4SVFa7MvZRqTBwh | ts: 2026-08-28T15:29:02.000Z | dep: $1845605.61 | bor: $28603.89 | LTV: 0.0155 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7oVZojZpqwADQZ6ymAgH6pLfqAP5dGbnnge8UM76dcxE | owner: 9Qz4ivd1WgpLxjjQ7nZooe1fTn6B77SHbQYovVoggSj | ts: 2026-09-12T18:32:53.000Z | dep: $2409.86 | bor: $28605.55 | LTV: 11.8702 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 7ojUnL5H6ETvCSGPJcrNFqfbXma8Qamd36pY2LJT9pPG | owner: 59n7PeoWAmeKJX3nKNjBQ3AmHPLGq6tGLWeDLUgopUeT | ts: 2026-08-25T16:00:02.000Z | dep: $42804.20 | bor: $28446.72 | LTV: 0.6646 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 7pzzm5KtNCV3mKvbVJb9MUxxkfhxTBZ4ANmZFYcvMmuW | owner: WqSNwbPrDjvi6xdvJ67y62XsiZZ2hVVaY4cShznULYu | ts: 2026-09-13T11:42:52.000Z | dep: $2571.09 | bor: $28619.23 | LTV: 11.1311 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7q6abttGUyyBqXSYyG5KoEDMBUoMWYyG7pujtJa5QVxV | owner: Dt5rEXM2HeRjg4kp7qiJz3r7vi5SKw438PbfAQxX5xUf | ts: 2026-08-29T20:35:57.000Z | dep: $8079.73 | bor: $28605.57 | LTV: 3.5404 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7qhy8VREpn94wNYeYYkWLbLSyAgBEGdvZzU7ZGBQHKYm | owner: JE6TYEndKyKUToEc6eYhQi248pYgsAUTqBdnZFqoVFhZ | ts: 2026-09-09T03:42:09.000Z | dep: $43.22 | bor: $101407.73 | LTV: 2346.2897 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 7scus3GEz1dQ8dP3tmrV2W4d9Wi3x7dWWs1jyT6BG3FW | owner: GCzV9m5xRd5Eg9KXnh7URnaKixnogQ1gfJYEbES8Kbe | ts: 2026-08-27T14:32:02.000Z | dep: $0.34 | bor: $28495.28 | LTV: 83643.6511 | liqThresh: 0.6500 | elevationGroup: 0
